SESSION; TIME;RPM;THROT;L U SP;L D SP;TAR LB;TRAC %;SLIP%;
441 ;0:00.51 ;697 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.52 ;697 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.53 ;811 ;10 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.54 ;811 ;10 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.55 ;811 ;10 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.56 ;811 ;10 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.57 ;811 ;10 ;0.0 ;5.1 ;0.850 ;0 ;-1 ;
441 ;0:00.58 ;1050 ;10 ;0.0 ;5.1 ;0.850 ;0 ;-1 ;
441 ;0:00.59 ;1050 ;10 ;0.0 ;5.1 ;0.850 ;0 ;-1 ;
441 ;0:00.60 ;1050 ;10 ;0.0 ;5.1 ;0.850 ;0 ;-1 ;
441 ;0:00.61 ;854 ;10 ;0.0 ;4.1 ;0.850 ;0 ;-1 ;
441 ;0:00.62 ;854 ;10 ;0.0 ;4.1 ;0.850 ;0 ;-1 ;
441 ;0:00.63 ;854 ;10 ;0.0 ;4.1 ;0.850 ;0 ;-1 ;
441 ;0:00.64 ;687 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.65 ;687 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.66 ;687 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.67 ;687 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.68 ;919 ;10 ;0.0 ;4.4 ;0.850 ;0 ;-1 ;
441 ;0:00.69 ;919 ;10 ;0.0 ;4.4 ;0.850 ;0 ;-1 ;
441 ;0:00.70 ;919 ;10 ;0.0 ;4.4 ;0.850 ;0 ;-1 ;
441 ;0:00.71 ;919 ;10 ;0.0 ;4.4 ;0.850 ;0 ;-1 ;
441 ;0:00.72 ;1117 ;10 ;0.0 ;5.4 ;0.850 ;0 ;-1 ;
441 ;0:00.73 ;1117 ;10 ;0.0 ;5.4 ;0.850 ;0 ;-1 ;
441 ;0:00.74 ;1117 ;10 ;0.0 ;5.4 ;0.850 ;0 ;-1 ;
441 ;0:00.75 ;863 ;10 ;0.0 ;4.1 ;0.850 ;0 ;-1 ;
441 ;0:00.76 ;863 ;10 ;0.0 ;4.1 ;0.850 ;0 ;-1 ;
441 ;0:00.77 ;863 ;10 ;0.0 ;4.1 ;0.850 ;0 ;-1 ;
441 ;0:00.78 ;695 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.79 ;695 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.80 ;695 ;10 ;0.0 ;3.3 ;0.850 ;0 ;-1 ;
441 ;0:00.81 ;890 ;10 ;0.0 ;4.3 ;0.850 ;0 ;-1 ;
441 ;0:00.82 ;890 ;10 ;0.0 ;4.3 ;0.850 ;0 ;-1 ;
441 ;0:00.83 ;890 ;10 ;0.0 ;4.3 ;0.850 ;0 ;-1 ;
441 ;0:00.84 ;890 ;10 ;0.0 ;4.3 ;0.850 ;0 ;-1 ;
441 ;0:00.85 ;890 ;10 ;0.0 ;4.3 ;0.850 ;0 ;-1 ;
441 ;0:00.86 ;1071 ;10 ;0.0 ;5.2 ;0.850 ;0 ;-1 ;
441 ;0:00.87 ;1071 ;10 ;0.0 ;5.2 ;0.850 ;0 ;-1 ;
441 ;0:00.88 ;1071 ;10 ;0.0 ;5.2 ;0.850 ;0 ;-1 ;
441 ;0:00.89 ;822 ;9 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.90 ;822 ;9 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.91 ;822 ;9 ;0.0 ;3.9 ;0.850 ;0 ;-1 ;
441 ;0:00.92 ;677 ;9 ;0.0 ;3.2 ;0.850 ;0 ;-1 ;
441 ;0:00.93 ;677 ;9 ;0.0 ;3.2 ;0.850 ;0 ;-1 ;
441 ;0:00.94 ;677 ;9 ;0.0 ;3.2 ;0.850 ;0 ;-1 ;
441 ;0:00.95 ;187 ;9 ;0.0 ;0.9 ;0.850 ;0 ;-1 ;
441 ;0:00.96 ;187 ;9 ;0.0 ;0.9 ;0.850 ;0 ;-1 ;
441 ;0:00.97 ;187 ;9 ;0.0 ;0.9 ;0.850 ;0 ;-1 ;
441 ;0:00.98 ;187 ;9 ;0.0 ;0.9 ;0.850 ;0 ;-1 ;
441 ;0:00.99 ;187 ;9 ;0.0 ;0.9 ;0.850 ;0 ;-1 ;
441 ;0:01.00 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.01 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.02 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.03 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.04 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.05 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.06 ;0 ;8 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.07 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.08 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.09 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.10 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.11 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.12 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.13 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.14 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
441 ;0:01.15 ;0 ;7 ;0.0 ;0.0 ;0.850 ;0 ;-1 ;
440 ;0:01.16 ;518 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.17 ;518 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.18 ;518 ;9 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.19 ;518 ;10 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.20 ;518 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.21 ;518 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.22 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.23 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.24 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.25 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.26 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.27 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.28 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.29 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.30 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.31 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.32 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.33 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.34 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.35 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.36 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.37 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.38 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.39 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.40 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.41 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.42 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.43 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.44 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.45 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.46 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.47 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.48 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.49 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.50 ;518 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.51 ;537 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.52 ;537 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.53 ;537 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.54 ;537 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.55 ;537 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.56 ;537 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.57 ;532 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.58 ;532 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.59 ;532 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.60 ;532 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.61 ;532 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.62 ;532 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.63 ;674 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.64 ;674 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.65 ;674 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.66 ;674 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.67 ;674 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.68 ;953 ;13 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.69 ;953 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.70 ;953 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.71 ;953 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.72 ;953 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.73 ;788 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.74 ;788 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.75 ;788 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.76 ;651 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.77 ;651 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.78 ;651 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.79 ;651 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.80 ;752 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.81 ;752 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.82 ;752 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.83 ;752 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.84 ;1007 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.85 ;1007 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.86 ;1007 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.87 ;1007 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.88 ;823 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.89 ;823 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.90 ;823 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.91 ;686 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.92 ;686 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.93 ;686 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.94 ;686 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.95 ;835 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.96 ;835 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.97 ;835 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.98 ;835 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:01.99 ;1066 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.00 ;1066 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.01 ;1066 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.02 ;1066 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.03 ;861 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.04 ;861 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.05 ;861 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.06 ;716 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.07 ;716 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.08 ;716 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.09 ;866 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.10 ;866 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.11 ;866 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.12 ;866 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.13 ;1062 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.14 ;1062 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.15 ;1062 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.16 ;1062 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.17 ;888 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.18 ;888 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.19 ;888 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.20 ;910 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.21 ;910 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.22 ;910 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.23 ;229 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.24 ;229 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.25 ;229 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.26 ;0 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.27 ;0 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.28 ;0 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.29 ;0 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.30 ;0 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.31 ;0 ;12 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.32 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.33 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.34 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.35 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.36 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.37 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.38 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.39 ;0 ;11 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.40 ;425 ;9 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.41 ;425 ;9 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.42 ;425 ;9 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.43 ;425 ;9 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.44 ;425 ;9 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.45 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.46 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.47 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.48 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.49 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.50 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.51 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.52 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.53 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.54 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.55 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.56 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.57 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.58 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.59 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.60 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.61 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.62 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.63 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.64 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.65 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.66 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.67 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.68 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.69 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.70 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.71 ;425 ;8 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.72 ;425 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.73 ;425 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.74 ;425 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.75 ;425 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.76 ;425 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.77 ;425 ;7 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.78 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.79 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.80 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.81 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.82 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.83 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.84 ;425 ;6 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.85 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.86 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.87 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.88 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.89 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.90 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.91 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
440 ;0:02.92 ;425 ;5 ;0.0 ;0.0 ;0.850 ;0 ;0 ;
