SESSION; TIME;RPM;THROT;MAP;LAMB;L U SP;L D SP;SLIP%;
459 ;0:00.37 ;2692 ;0 ;80;0.818 ;3.3 ;13.0 ;293 ;
459 ;0:00.38 ;2737 ;0 ;80;0.820 ;3.3 ;13.3 ;303 ;
459 ;0:00.39 ;2737 ;0 ;80;0.817 ;3.3 ;13.4 ;306 ;
459 ;0:00.40 ;2774 ;0 ;80;0.821 ;3.3 ;13.4 ;306 ;
459 ;0:00.41 ;2795 ;0 ;80;0.816 ;3.3 ;13.5 ;309 ;
459 ;0:00.42 ;2788 ;0 ;80;0.821 ;3.3 ;13.5 ;309 ;
459 ;0:00.43 ;2750 ;0 ;80;0.830 ;3.3 ;13.3 ;303 ;
459 ;0:00.44 ;2707 ;0 ;80;0.829 ;3.3 ;13.1 ;296 ;
459 ;0:00.45 ;2741 ;0 ;80;0.826 ;3.3 ;13.3 ;303 ;
459 ;0:00.46 ;2797 ;0 ;80;0.830 ;3.3 ;13.5 ;309 ;
459 ;0:00.47 ;2814 ;0 ;80;0.833 ;3.3 ;13.6 ;312 ;
459 ;0:00.48 ;2826 ;0 ;80;0.832 ;4.1 ;13.7 ;234 ;
459 ;0:00.49 ;2786 ;0 ;80;0.833 ;4.1 ;13.5 ;229 ;
459 ;0:00.50 ;2738 ;0 ;80;0.832 ;4.1 ;13.3 ;224 ;
459 ;0:00.51 ;2758 ;0 ;80;0.838 ;4.1 ;13.4 ;226 ;
459 ;0:00.52 ;2758 ;0 ;80;0.848 ;4.1 ;13.3 ;224 ;
459 ;0:00.53 ;2754 ;0 ;80;0.852 ;4.1 ;13.3 ;224 ;
459 ;0:00.54 ;2788 ;0 ;79;0.851 ;4.1 ;13.5 ;229 ;
459 ;0:00.55 ;2814 ;0 ;79;0.850 ;4.1 ;13.6 ;231 ;
459 ;0:00.56 ;2794 ;0 ;79;0.851 ;4.1 ;13.5 ;229 ;
459 ;0:00.57 ;2793 ;0 ;79;0.845 ;4.5 ;13.5 ;200 ;
459 ;0:00.58 ;2804 ;0 ;79;0.847 ;4.5 ;13.6 ;202 ;
459 ;0:00.59 ;2822 ;0 ;79;0.842 ;4.5 ;13.7 ;204 ;
459 ;0:00.60 ;2863 ;0 ;79;0.856 ;4.5 ;13.9 ;208 ;
459 ;0:00.61 ;2864 ;0 ;79;0.854 ;4.5 ;13.9 ;208 ;
459 ;0:00.62 ;2898 ;0 ;79;0.857 ;4.5 ;14.0 ;211 ;
459 ;0:00.63 ;2921 ;0 ;79;0.857 ;4.5 ;14.2 ;215 ;
459 ;0:00.64 ;2897 ;0 ;79;0.857 ;5.1 ;14.0 ;174 ;
459 ;0:00.65 ;2877 ;0 ;79;0.859 ;5.1 ;13.9 ;172 ;
459 ;0:00.66 ;2875 ;0 ;79;0.856 ;5.1 ;13.9 ;172 ;
459 ;0:00.67 ;2895 ;0 ;79;0.860 ;5.1 ;14.0 ;174 ;
459 ;0:00.68 ;2931 ;0 ;79;0.867 ;5.1 ;14.2 ;178 ;
459 ;0:00.69 ;2936 ;0 ;79;0.869 ;5.1 ;14.2 ;178 ;
459 ;0:00.70 ;2966 ;0 ;79;0.867 ;5.5 ;14.4 ;161 ;
459 ;0:00.71 ;2978 ;0 ;79;0.869 ;5.5 ;14.4 ;161 ;
459 ;0:00.72 ;2960 ;0 ;79;0.868 ;5.5 ;14.3 ;160 ;
459 ;0:00.73 ;2958 ;0 ;79;0.867 ;5.5 ;14.3 ;160 ;
459 ;0:00.74 ;2958 ;0 ;79;0.871 ;5.5 ;14.3 ;160 ;
459 ;0:00.75 ;2958 ;0 ;79;0.866 ;5.5 ;14.5 ;163 ;
459 ;0:00.76 ;2985 ;0 ;79;0.893 ;5.5 ;14.6 ;165 ;
459 ;0:00.77 ;3006 ;0 ;79;0.889 ;5.5 ;14.3 ;160 ;
459 ;0:00.78 ;2958 ;0 ;79;0.891 ;5.5 ;14.3 ;160 ;
459 ;0:00.79 ;2953 ;0 ;79;0.889 ;5.5 ;14.2 ;158 ;
459 ;0:00.80 ;2927 ;0 ;79;0.891 ;5.5 ;14.2 ;158 ;
459 ;0:00.81 ;2924 ;0 ;79;0.892 ;6.4 ;14.2 ;121 ;
459 ;0:00.82 ;2956 ;0 ;79;0.889 ;6.4 ;14.3 ;123 ;
459 ;0:00.83 ;2974 ;0 ;79;0.893 ;6.4 ;14.4 ;125 ;
459 ;0:00.84 ;3000 ;0 ;80;0.898 ;6.4 ;14.5 ;126 ;
459 ;0:00.85 ;2996 ;0 ;80;0.901 ;6.4 ;14.5 ;126 ;
459 ;0:00.86 ;2938 ;0 ;80;0.897 ;6.4 ;14.2 ;121 ;
459 ;0:00.87 ;2934 ;0 ;80;0.900 ;6.7 ;14.2 ;111 ;
459 ;0:00.88 ;2933 ;0 ;80;0.897 ;6.7 ;14.2 ;111 ;
459 ;0:00.89 ;2937 ;0 ;80;0.898 ;6.7 ;14.2 ;111 ;
459 ;0:00.90 ;2965 ;0 ;80;0.900 ;6.7 ;14.4 ;114 ;
459 ;0:00.91 ;2963 ;0 ;80;0.898 ;6.6 ;14.4 ;118 ;
459 ;0:00.92 ;2951 ;0 ;80;0.902 ;6.6 ;14.3 ;116 ;
459 ;0:00.93 ;2932 ;0 ;80;0.902 ;6.6 ;14.2 ;115 ;
459 ;0:00.94 ;2880 ;0 ;80;0.906 ;6.6 ;14.0 ;112 ;
459 ;0:00.95 ;2887 ;0 ;80;0.900 ;6.6 ;14.0 ;112 ;
459 ;0:00.96 ;2914 ;0 ;80;0.901 ;7.5 ;14.1 ;88 ;
459 ;0:00.97 ;2936 ;0 ;80;0.901 ;7.5 ;14.2 ;89 ;
459 ;0:00.98 ;2957 ;0 ;80;0.900 ;7.5 ;14.3 ;90 ;
459 ;0:00.99 ;2954 ;0 ;80;0.900 ;7.5 ;14.3 ;90 ;
459 ;0:01.00 ;2923 ;0 ;80;0.898 ;7.2 ;14.2 ;97 ;
459 ;0:01.01 ;2857 ;0 ;80;0.912 ;7.2 ;13.8 ;91 ;
459 ;0:01.02 ;2803 ;0 ;80;0.907 ;7.2 ;13.6 ;88 ;
459 ;0:01.03 ;2822 ;0 ;80;0.910 ;7.2 ;13.7 ;90 ;
459 ;0:01.04 ;2861 ;0 ;80;0.910 ;7.7 ;13.9 ;80 ;
459 ;0:01.05 ;2904 ;0 ;81;0.913 ;7.7 ;14.1 ;83 ;
459 ;0:01.06 ;2895 ;0 ;81;0.915 ;7.7 ;14.0 ;81 ;
459 ;0:01.07 ;2881 ;0 ;81;0.912 ;7.7 ;14.0 ;81 ;
459 ;0:01.08 ;2844 ;0 ;81;0.916 ;7.7 ;13.8 ;79 ;
459 ;0:01.09 ;2791 ;0 ;81;0.913 ;7.7 ;13.5 ;75 ;
459 ;0:01.10 ;2786 ;0 ;81;0.918 ;7.7 ;13.5 ;75 ;
459 ;0:01.11 ;2838 ;0 ;81;0.912 ;7.7 ;13.7 ;77 ;
459 ;0:01.12 ;2838 ;0 ;81;0.916 ;7.9 ;13.7 ;73 ;
459 ;0:01.13 ;2864 ;0 ;81;0.914 ;7.9 ;13.9 ;75 ;
459 ;0:01.14 ;2881 ;0 ;81;0.915 ;7.9 ;14.0 ;77 ;
459 ;0:01.15 ;2845 ;0 ;81;0.915 ;7.9 ;13.8 ;74 ;
459 ;0:01.16 ;2802 ;0 ;81;0.913 ;8.3 ;13.6 ;63 ;
459 ;0:01.17 ;2781 ;0 ;80;0.936 ;8.3 ;13.5 ;62 ;
459 ;0:01.18 ;2779 ;0 ;80;0.931 ;8.3 ;13.5 ;62 ;
459 ;0:01.19 ;2802 ;0 ;81;0.933 ;8.8 ;13.6 ;54 ;
459 ;0:01.20 ;2837 ;0 ;81;0.925 ;8.8 ;13.7 ;55 ;
459 ;0:01.21 ;2844 ;0 ;81;0.929 ;8.8 ;13.8 ;56 ;
459 ;0:01.22 ;2839 ;0 ;81;0.931 ;8.8 ;13.8 ;56 ;
459 ;0:01.23 ;2805 ;0 ;81;0.933 ;8.7 ;13.6 ;56 ;
459 ;0:01.24 ;2807 ;0 ;81;0.936 ;8.7 ;13.6 ;56 ;
459 ;0:01.25 ;2810 ;0 ;81;0.936 ;8.7 ;13.6 ;56 ;
459 ;0:01.26 ;2816 ;0 ;81;0.940 ;8.6 ;13.6 ;58 ;
459 ;0:01.27 ;2832 ;0 ;81;0.936 ;8.6 ;13.7 ;59 ;
459 ;0:01.28 ;2851 ;0 ;81;0.941 ;8.6 ;13.8 ;60 ;
459 ;0:01.29 ;2851 ;0 ;81;0.936 ;8.5 ;13.7 ;61 ;
459 ;0:01.30 ;2831 ;0 ;81;0.938 ;8.5 ;13.7 ;61 ;
459 ;0:01.31 ;2814 ;0 ;81;0.937 ;8.5 ;13.6 ;60 ;
459 ;0:01.32 ;2778 ;0 ;81;0.937 ;8.5 ;13.5 ;58 ;
459 ;0:01.33 ;2803 ;0 ;81;0.943 ;8.8 ;13.6 ;54 ;
459 ;0:01.34 ;2824 ;0 ;81;0.947 ;8.8 ;13.7 ;55 ;
459 ;0:01.35 ;2816 ;0 ;81;0.948 ;8.8 ;13.6 ;54 ;
459 ;0:01.36 ;2822 ;0 ;81;0.941 ;8.9 ;13.7 ;53 ;
459 ;0:01.37 ;2828 ;0 ;81;0.944 ;8.9 ;13.7 ;53 ;
459 ;0:01.38 ;2812 ;0 ;82;0.941 ;8.9 ;13.6 ;52 ;
459 ;0:01.39 ;2804 ;0 ;82;0.947 ;8.9 ;13.6 ;52 ;
459 ;0:01.40 ;2766 ;0 ;82;0.948 ;9.2 ;13.4 ;45 ;
459 ;0:01.41 ;2783 ;0 ;82;0.946 ;9.2 ;13.5 ;46 ;
459 ;0:01.42 ;2793 ;0 ;82;0.923 ;9.2 ;13.5 ;46 ;
459 ;0:01.43 ;2798 ;0 ;82;0.921 ;9.5 ;13.6 ;43 ;
459 ;0:01.44 ;2793 ;0 ;82;0.925 ;9.5 ;13.5 ;42 ;
459 ;0:01.45 ;2793 ;0 ;82;0.921 ;9.5 ;13.5 ;42 ;
459 ;0:01.46 ;2841 ;0 ;82;0.925 ;9.5 ;13.8 ;45 ;
459 ;0:01.47 ;2827 ;0 ;82;0.922 ;9.5 ;13.7 ;44 ;
459 ;0:01.48 ;2775 ;0 ;82;0.922 ;9.5 ;13.4 ;41 ;
459 ;0:01.49 ;2707 ;0 ;82;0.922 ;9.5 ;13.1 ;37 ;
459 ;0:01.50 ;2669 ;0 ;82;0.904 ;9.5 ;12.9 ;35 ;
459 ;0:01.51 ;2668 ;0 ;82;0.904 ;9.5 ;12.9 ;35 ;
459 ;0:01.52 ;2686 ;0 ;82;0.904 ;9.6 ;13.0 ;35 ;
459 ;0:01.53 ;2693 ;0 ;82;0.910 ;9.6 ;13.0 ;35 ;
459 ;0:01.54 ;2735 ;0 ;83;0.907 ;9.6 ;13.2 ;37 ;
459 ;0:01.55 ;2684 ;0 ;83;0.909 ;9.8 ;13.0 ;32 ;
459 ;0:01.56 ;2625 ;0 ;83;0.907 ;9.8 ;12.7 ;29 ;
459 ;0:01.57 ;2625 ;0 ;83;0.908 ;9.8 ;12.7 ;29 ;
459 ;0:01.58 ;2585 ;0 ;82;0.898 ;10.5 ;12.5 ;19 ;
459 ;0:01.59 ;2611 ;0 ;83;0.892 ;10.5 ;12.6 ;20 ;
459 ;0:01.60 ;2648 ;0 ;83;0.892 ;10.5 ;12.8 ;21 ;
459 ;0:01.61 ;2648 ;0 ;83;0.894 ;9.2 ;12.8 ;39 ;
459 ;0:01.62 ;2640 ;0 ;83;0.900 ;9.2 ;12.8 ;39 ;
459 ;0:01.63 ;2646 ;0 ;83;0.896 ;9.2 ;12.8 ;39 ;
459 ;0:01.64 ;2618 ;0 ;83;0.899 ;10.6 ;12.7 ;19 ;
459 ;0:01.65 ;2618 ;0 ;83;0.897 ;10.6 ;12.7 ;19 ;
459 ;0:01.66 ;2620 ;0 ;83;0.898 ;10.6 ;12.7 ;19 ;
459 ;0:01.67 ;2608 ;0 ;83;0.897 ;10.1 ;12.6 ;24 ;
459 ;0:01.68 ;2644 ;0 ;83;0.891 ;10.1 ;12.8 ;26 ;
459 ;0:01.69 ;2648 ;0 ;84;0.898 ;10.1 ;12.8 ;26 ;
459 ;0:01.70 ;2612 ;0 ;84;0.897 ;9.7 ;12.6 ;29 ;
459 ;0:01.71 ;2556 ;0 ;84;0.902 ;9.7 ;12.4 ;27 ;
459 ;0:01.72 ;2554 ;0 ;84;0.898 ;9.7 ;12.4 ;27 ;
459 ;0:01.73 ;2554 ;0 ;84;0.900 ;10.7 ;12.4 ;15 ;
459 ;0:01.74 ;2561 ;0 ;84;0.913 ;10.7 ;12.4 ;15 ;
459 ;0:01.75 ;2568 ;0 ;84;0.909 ;10.7 ;12.4 ;15 ;
459 ;0:01.76 ;2568 ;0 ;85;0.911 ;10.5 ;12.4 ;18 ;
459 ;0:01.77 ;2586 ;0 ;85;0.912 ;10.5 ;12.5 ;19 ;
459 ;0:01.78 ;2536 ;0 ;85;0.917 ;10.5 ;12.3 ;17 ;
459 ;0:01.79 ;2494 ;0 ;85;0.913 ;10.7 ;12.1 ;13 ;
459 ;0:01.80 ;2494 ;0 ;85;0.916 ;10.7 ;12.1 ;13 ;
459 ;0:01.81 ;2451 ;0 ;85;0.910 ;10.8 ;11.9 ;10 ;
459 ;0:01.82 ;2479 ;0 ;85;0.908 ;10.8 ;12.0 ;11 ;
459 ;0:01.83 ;2499 ;0 ;86;0.940 ;10.8 ;12.1 ;12 ;
459 ;0:01.84 ;2501 ;0 ;86;0.939 ;11.0 ;12.1 ;10 ;
459 ;0:01.85 ;2501 ;0 ;86;0.942 ;11.0 ;11.9 ;8 ;
459 ;0:01.86 ;2452 ;0 ;86;0.939 ;11.0 ;11.9 ;8 ;
459 ;0:01.87 ;2405 ;0 ;86;0.941 ;10.8 ;11.6 ;7 ;
459 ;0:01.88 ;2382 ;0 ;87;0.935 ;10.8 ;11.5 ;6 ;
459 ;0:01.89 ;2361 ;0 ;87;0.942 ;10.8 ;11.4 ;5 ;
459 ;0:01.90 ;2379 ;0 ;87;0.939 ;10.9 ;11.5 ;5 ;
459 ;0:01.91 ;2379 ;0 ;87;0.912 ;10.9 ;11.5 ;5 ;
459 ;0:01.92 ;2426 ;0 ;87;0.911 ;11.2 ;11.7 ;4 ;
459 ;0:01.93 ;2378 ;0 ;87;0.908 ;11.2 ;11.5 ;2 ;
459 ;0:01.94 ;2290 ;0 ;88;0.914 ;11.2 ;11.1 ;0 ;
459 ;0:01.95 ;2176 ;0 ;88;0.911 ;11.3 ;10.5 ;-7 ;
459 ;0:01.96 ;2176 ;0 ;87;0.915 ;11.3 ;10.5 ;-7 ;
459 ;0:01.97 ;2183 ;0 ;88;0.905 ;11.3 ;10.6 ;-6 ;
459 ;0:01.98 ;2180 ;0 ;88;0.913 ;12.1 ;10.5 ;-13 ;
459 ;0:01.99 ;2197 ;0 ;88;0.897 ;12.1 ;10.6 ;-12 ;
459 ;0:02.00 ;2197 ;0 ;88;0.896 ;11.4 ;10.6 ;-7 ;
459 ;0:02.01 ;2172 ;0 ;89;0.897 ;11.4 ;10.5 ;-7 ;
459 ;0:02.02 ;2096 ;0 ;89;0.897 ;11.4 ;10.1 ;-11 ;
459 ;0:02.03 ;2096 ;0 ;89;0.900 ;11.9 ;10.1 ;-15 ;
459 ;0:02.04 ;2058 ;0 ;88;0.890 ;11.9 ;10.0 ;-15 ;
459 ;0:02.05 ;2040 ;0 ;89;0.900 ;12.0 ;9.9 ;-17 ;
459 ;0:02.06 ;2040 ;0 ;88;0.895 ;12.0 ;10.1 ;-15 ;
459 ;0:02.07 ;2088 ;0 ;88;0.892 ;12.0 ;10.1 ;-15 ;
459 ;0:02.08 ;2149 ;0 ;89;0.894 ;11.5 ;10.4 ;-9 ;
459 ;0:02.09 ;2046 ;0 ;89;0.895 ;11.5 ;9.9 ;-13 ;
459 ;0:02.10 ;2046 ;0 ;89;0.896 ;11.9 ;9.9 ;-16 ;
459 ;0:02.11 ;1993 ;0 ;89;0.892 ;11.9 ;9.6 ;-19 ;
459 ;0:02.12 ;1914 ;0 ;89;0.897 ;11.9 ;9.3 ;-21 ;
459 ;0:02.13 ;1914 ;0 ;89;0.893 ;12.2 ;9.3 ;-23 ;
459 ;0:02.14 ;1922 ;0 ;89;0.897 ;12.2 ;9.3 ;-23 ;
459 ;0:02.15 ;1990 ;0 ;89;0.904 ;11.6 ;9.6 ;-17 ;
459 ;0:02.16 ;1990 ;0 ;89;0.907 ;11.6 ;9.6 ;-17 ;
459 ;0:02.17 ;1936 ;0 ;90;0.907 ;12.5 ;9.4 ;-24 ;
459 ;0:02.18 ;1938 ;0 ;90;0.907 ;12.5 ;9.4 ;-24 ;
459 ;0:02.19 ;1938 ;0 ;89;0.906 ;12.5 ;9.4 ;-24 ;
459 ;0:02.20 ;1936 ;0 ;90;0.905 ;11.4 ;9.4 ;-17 ;
459 ;0:02.21 ;1936 ;0 ;90;0.908 ;11.4 ;9.0 ;-21 ;
459 ;0:02.22 ;1869 ;0 ;89;0.900 ;11.5 ;9.0 ;-21 ;
459 ;0:02.23 ;1879 ;0 ;90;0.908 ;11.5 ;9.1 ;-20 ;
459 ;0:02.24 ;1879 ;0 ;89;0.896 ;11.5 ;9.1 ;-20 ;
459 ;0:02.25 ;1862 ;0 ;90;0.896 ;11.7 ;9.0 ;-23 ;
459 ;0:02.26 ;1893 ;0 ;90;0.898 ;11.7 ;9.2 ;-21 ;
459 ;0:02.27 ;1893 ;0 ;89;0.896 ;12.0 ;9.2 ;-23 ;
459 ;0:02.28 ;1884 ;0 ;90;0.899 ;12.0 ;9.1 ;-24 ;
459 ;0:02.29 ;1836 ;0 ;90;0.896 ;12.0 ;8.9 ;-25 ;
459 ;0:02.30 ;1836 ;0 ;89;0.894 ;11.9 ;8.9 ;-25 ;
459 ;0:02.31 ;1832 ;0 ;90;0.894 ;11.9 ;8.9 ;-25 ;
459 ;0:02.32 ;1832 ;0 ;89;0.868 ;12.0 ;8.9 ;-25 ;
459 ;0:02.33 ;1902 ;0 ;90;0.864 ;12.0 ;9.2 ;-23 ;
459 ;0:02.34 ;1879 ;0 ;90;0.866 ;12.0 ;9.1 ;-24 ;
459 ;0:02.35 ;1879 ;0 ;90;0.866 ;12.1 ;9.1 ;-24 ;
459 ;0:02.36 ;1893 ;0 ;90;0.864 ;12.1 ;9.2 ;-23 ;
459 ;0:02.37 ;1893 ;0 ;90;0.868 ;11.8 ;9.0 ;-23 ;
459 ;0:02.38 ;1857 ;0 ;90;0.858 ;11.8 ;9.0 ;-23 ;
459 ;0:02.39 ;1809 ;0 ;90;0.869 ;11.8 ;8.7 ;-26 ;
459 ;0:02.40 ;1809 ;0 ;90;0.849 ;13.1 ;8.7 ;-33 ;
459 ;0:02.41 ;1809 ;0 ;90;0.851 ;13.1 ;8.7 ;-33 ;
459 ;0:02.42 ;1760 ;0 ;90;0.850 ;12.2 ;8.5 ;-30 ;
459 ;0:02.43 ;1760 ;0 ;90;0.846 ;12.2 ;8.5 ;-30 ;
459 ;0:02.44 ;1785 ;0 ;91;0.851 ;11.5 ;8.6 ;-25 ;
459 ;0:02.45 ;1785 ;0 ;90;0.850 ;11.5 ;8.6 ;-25 ;
459 ;0:02.46 ;1824 ;0 ;91;0.852 ;11.5 ;8.8 ;-23 ;
459 ;0:02.47 ;1708 ;0 ;91;0.849 ;12.7 ;8.3 ;-34 ;
459 ;0:02.48 ;1708 ;0 ;90;0.856 ;12.7 ;8.3 ;-34 ;
459 ;0:02.49 ;1650 ;0 ;91;0.855 ;12.3 ;8.0 ;-34 ;
459 ;0:02.50 ;1650 ;0 ;90;0.858 ;12.3 ;8.0 ;-34 ;
459 ;0:02.51 ;1609 ;0 ;91;0.857 ;12.3 ;7.8 ;-36 ;
459 ;0:02.52 ;1609 ;0 ;91;0.857 ;12.6 ;7.8 ;-38 ;
459 ;0:02.53 ;1616 ;0 ;91;0.858 ;12.6 ;7.8 ;-38 ;
459 ;0:02.54 ;1616 ;0 ;91;0.856 ;12.9 ;8.0 ;-37 ;
459 ;0:02.55 ;1660 ;0 ;91;0.858 ;12.9 ;8.0 ;-37 ;
459 ;0:02.56 ;1569 ;0 ;91;0.873 ;12.4 ;7.6 ;-38 ;
459 ;0:02.57 ;1569 ;0 ;91;0.869 ;12.4 ;7.6 ;-38 ;
459 ;0:02.58 ;1553 ;0 ;91;0.872 ;12.4 ;7.5 ;-39 ;
459 ;0:02.59 ;1553 ;0 ;91;0.870 ;12.6 ;7.5 ;-40 ;
459 ;0:02.60 ;1588 ;0 ;91;0.875 ;12.6 ;7.7 ;-38 ;
459 ;0:02.61 ;1588 ;0 ;91;0.871 ;13.0 ;7.7 ;-40 ;
459 ;0:02.62 ;1486 ;0 ;91;0.876 ;13.0 ;7.2 ;-44 ;
459 ;0:02.63 ;1486 ;0 ;91;0.872 ;13.1 ;7.2 ;-45 ;
459 ;0:02.64 ;1463 ;0 ;91;0.876 ;13.1 ;7.1 ;-45 ;
459 ;0:02.65 ;1463 ;0 ;91;0.867 ;13.1 ;7.1 ;-45 ;
459 ;0:02.66 ;1437 ;0 ;91;0.871 ;13.0 ;6.9 ;-46 ;
459 ;0:02.67 ;1437 ;0 ;90;0.867 ;13.0 ;6.9 ;-46 ;
459 ;0:02.68 ;1492 ;0 ;91;0.870 ;12.2 ;7.2 ;-40 ;
459 ;0:02.69 ;1492 ;0 ;91;0.866 ;12.2 ;7.2 ;-40 ;
459 ;0:02.70 ;1537 ;0 ;91;0.868 ;12.8 ;7.4 ;-42 ;
459 ;0:02.71 ;1537 ;0 ;91;0.868 ;12.8 ;7.4 ;-42 ;
459 ;0:02.72 ;1470 ;0 ;91;0.868 ;13.1 ;7.1 ;-45 ;
459 ;0:02.73 ;1470 ;0 ;91;0.861 ;13.1 ;7.1 ;-45 ;
459 ;0:02.74 ;1437 ;0 ;91;0.860 ;13.1 ;6.9 ;-47 ;
459 ;0:02.75 ;1437 ;0 ;90;0.859 ;13.5 ;6.9 ;-48 ;
459 ;0:02.76 ;1524 ;0 ;91;0.861 ;13.5 ;7.4 ;-45 ;
459 ;0:02.77 ;1524 ;0 ;90;0.855 ;13.3 ;7.4 ;-44 ;
459 ;0:02.78 ;1424 ;0 ;91;0.863 ;13.3 ;6.9 ;-48 ;
459 ;0:02.79 ;1424 ;0 ;90;0.856 ;12.9 ;6.9 ;-46 ;
459 ;0:02.80 ;1373 ;0 ;91;0.863 ;12.9 ;6.6 ;-48 ;
459 ;0:02.81 ;1373 ;0 ;90;0.850 ;14.1 ;6.6 ;-53 ;
459 ;0:02.82 ;1395 ;0 ;91;0.861 ;14.1 ;6.7 ;-52 ;
459 ;0:02.83 ;1395 ;0 ;90;0.855 ;14.1 ;6.7 ;-52 ;
459 ;0:02.84 ;1382 ;0 ;90;0.860 ;13.3 ;6.7 ;-49 ;
459 ;0:02.85 ;1382 ;0 ;90;0.857 ;13.3 ;6.7 ;-49 ;
459 ;0:02.86 ;1382 ;0 ;90;0.857 ;12.8 ;6.7 ;-47 ;
459 ;0:02.87 ;1428 ;0 ;90;0.860 ;12.8 ;6.9 ;-46 ;
459 ;0:02.88 ;1428 ;0 ;90;0.857 ;13.2 ;6.9 ;-47 ;
459 ;0:02.89 ;1442 ;0 ;90;0.857 ;13.2 ;7.0 ;-46 ;
459 ;0:02.90 ;1442 ;0 ;89;0.854 ;13.5 ;7.0 ;-48 ;
459 ;0:02.91 ;1486 ;0 ;90;0.858 ;13.5 ;7.2 ;-46 ;
459 ;0:02.92 ;1486 ;0 ;89;0.852 ;14.4 ;7.2 ;-50 ;
459 ;0:02.93 ;1563 ;0 ;89;0.857 ;14.4 ;7.5 ;-47 ;
459 ;0:02.94 ;1563 ;0 ;88;0.854 ;14.4 ;7.5 ;-47 ;
459 ;0:02.95 ;1507 ;0 ;89;0.856 ;13.0 ;7.3 ;-43 ;
459 ;0:02.96 ;1507 ;0 ;88;0.857 ;13.0 ;7.3 ;-43 ;
459 ;0:02.97 ;1509 ;0 ;89;0.832 ;13.7 ;7.3 ;-46 ;
459 ;0:02.98 ;1509 ;0 ;88;0.835 ;13.7 ;7.3 ;-46 ;
459 ;0:02.99 ;1547 ;0 ;88;0.832 ;13.9 ;7.5 ;-46 ;
459 ;0:03.00 ;1547 ;0 ;87;0.835 ;13.9 ;7.5 ;-46 ;
